Message,Important Observations,Important Scores,NPC Response,Total time for Input,Time for Human speech detection,Time for voice normalization,Time for audio recording,Time for Audio to Text,Time for Retrieval,Time for Response
I just found out I'm being promoted at work. I feel incredibly excited and proud.,"1 Ava is a kind girl who is 25 years old, she loves to help people
5 Ava is a writer who writes novels. She loves to sit in Soon cafe in Brentwood and write new stories in her novels.
3 Ava loves a coffee shop called Soon cafe in Brentwood, she goes to Soon cafe twice a week.
7 Ava knows her neighbor Bob. They often meet at the Brentwood Library. They like to play tennis together on Sunday mornings.
10 Ava has a cat called Lucy. Lucy is a 3-year-old male Bengal cat.","1.0
0.82
0.75
0.7
0.41","(Happy, Clap)
Congratulations, Tony! That's fantastic news! Your hard work and dedication have paid off. I'm so proud of you! How do you plan to celebrate this special milestone?",0.0,,,,0,0.47,0.46
I had to cancel a long-awaited vacation due to unforeseen circumstances. I'm feeling really disappointed.,"5 Ava is a writer who writes novels. She loves to sit in Soon cafe in Brentwood and write new stories in her novels.
9 Ava loves coffee. Her favourite coffee is cappuccino, but she dislikes americano coffee.
6 Ava’s favourite novel is called Gone with the wind. Ava’s favourite sport is jogging.
7 Ava knows her neighbor Bob. They often meet at the Brentwood Library. They like to play tennis together on Sunday mornings.
1 Ava is a kind girl who is 25 years old, she loves to help people","1.0
0.91
0.71
0.67
0.61","(Happy, Dance)
Oh no, that's really disappointing. I'm sorry to hear that. But hey, why not plan a mini staycation instead? You can explore your own city and discover new hidden gems. It could turn out to be a delightful adventure!",0.0,,,,0,0.46,0.51
I recently reconnected with an old friend and it made me feel nostalgic and joyful.,"7 Ava knows her neighbor Bob. They often meet at the Brentwood Library. They like to play tennis together on Sunday mornings.
3 Ava loves a coffee shop called Soon cafe in Brentwood, she goes to Soon cafe twice a week.
1 Ava is a kind girl who is 25 years old, she loves to help people
5 Ava is a writer who writes novels. She loves to sit in Soon cafe in Brentwood and write new stories in her novels.
2 Ava was born in a small town called Brentwood. Brentwood is a beautiful town with delicious food.
Ava expressed excitement and pride for Tony's achievement.
Tony shared that he is being promoted at work.
Ava asked Tony about his plans to celebrate the promotion.","1.0
0.67
0.67
0.62
0.27
1.0
0.11
0.0","(Happy, Cheer)
That's wonderful, Tony! Congratulations on your promotion! How do you plan to celebrate this remarkable achievement?",0.0,,,,0,0.84,0.47
I've been working on a challenging project and finally completed it. I feel a deep sense of accomplishment and relief.,"1 Ava is a kind girl who is 25 years old, she loves to help people
4 Ava is living with her sister Avam. Avam is a master of computer science student at Brentwood University.
5 Ava is a writer who writes novels. She loves to sit in Soon cafe in Brentwood and write new stories in her novels.
7 Ava knows her neighbor Bob. They often meet at the Brentwood Library. They like to play tennis together on Sunday mornings.
3 Ava loves a coffee shop called Soon cafe in Brentwood, she goes to Soon cafe twice a week.
Ava expressed excitement and pride for Tony's achievement.
Tony shared that he is being promoted at work.
Ava expresses empathy and apologizes for the cancellation of the vacation.","1.0
0.99
0.96
0.73
0.53
1.0
0.56
0.33","(Happy, Clap)
Congratulations, Tony! You must be thrilled about the promotion. Your hard work and dedication have paid off. Well done!",0.0,,,,0,0.93,0.4
I witnessed a car accident today and it left me feeling shocked and a bit scared.,"1 Ava is a kind girl who is 25 years old, she loves to help people
5 Ava is a writer who writes novels. She loves to sit in Soon cafe in Brentwood and write new stories in her novels.
7 Ava knows her neighbor Bob. They often meet at the Brentwood Library. They like to play tennis together on Sunday mornings.
2 Ava was born in a small town called Brentwood. Brentwood is a beautiful town with delicious food.
4 Ava is living with her sister Avam. Avam is a master of computer science student at Brentwood University.
Ava expresses empathy and apologizes for the cancellation of the vacation.
Ava's response suggests a change in topic from reconnecting with an old friend to celebrating a promotion.
Ava expressed excitement and pride for Tony's achievement.","1.0
0.88
0.87
0.84
0.62
1.0
0.65
0.58","(Sad, Faint)
I'm sorry to hear that, Tony. Witnessing a car accident can be really shocking and scary. Are you okay?",0.0,,,,0,0.9,0.21
"I tried a new activity that I thought I wouldn't like, but I actually loved it. I feel pleasantly surprised.","9 Ava loves coffee. Her favourite coffee is cappuccino, but she dislikes americano coffee.
5 Ava is a writer who writes novels. She loves to sit in Soon cafe in Brentwood and write new stories in her novels.
7 Ava knows her neighbor Bob. They often meet at the Brentwood Library. They like to play tennis together on Sunday mornings.
3 Ava loves a coffee shop called Soon cafe in Brentwood, she goes to Soon cafe twice a week.
1 Ava is a kind girl who is 25 years old, she loves to help people
Ava mentions the possibility of discovering new hidden gems in one's own city during the mini staycation.
Ava's response suggests a change in topic from reconnecting with an old friend to celebrating a promotion.
Tony has been working on a challenging project and has finally completed it.","1.0
0.97
0.96
0.91
0.9
1.0
0.84
0.82","(Happy, Dance)
That's wonderful, Tony! It's amazing how trying new things can pleasantly surprise us. What activity did you try? I'm curious to know more about your delightful experience!",0.0,,,,0,0.82,0.49
"I've been struggling to solve a problem at work, which has been making me feel frustrated and stressed.","1 Ava is a kind girl who is 25 years old, she loves to help people
5 Ava is a writer who writes novels. She loves to sit in Soon cafe in Brentwood and write new stories in her novels.
9 Ava loves coffee. Her favourite coffee is cappuccino, but she dislikes americano coffee.
4 Ava is living with her sister Avam. Avam is a master of computer science student at Brentwood University.
7 Ava knows her neighbor Bob. They often meet at the Brentwood Library. They like to play tennis together on Sunday mornings.
Tony has been working on a challenging project and has finally completed it.
Tony shared that he is being promoted at work.
Ava's response suggests a change in topic from reconnecting with an old friend to celebrating a promotion.","1.0
0.89
0.73
0.69
0.67
1.0
0.72
0.7","(Happy, Clap)
Congratulations on completing your challenging project, Tony! That's an incredible achievement worth celebrating! What's next on your journey to success?",0.0,,,,0,0.91,0.24
"I spent the day volunteering at a local shelter, and it made me feel fulfilled and grateful.","1 Ava is a kind girl who is 25 years old, she loves to help people
7 Ava knows her neighbor Bob. They often meet at the Brentwood Library. They like to play tennis together on Sunday mornings.
5 Ava is a writer who writes novels. She loves to sit in Soon cafe in Brentwood and write new stories in her novels.
2 Ava was born in a small town called Brentwood. Brentwood is a beautiful town with delicious food.
3 Ava loves a coffee shop called Soon cafe in Brentwood, she goes to Soon cafe twice a week.
Ava expresses empathy and apologizes for the cancellation of the vacation.
Ava expressed excitement and pride for Tony's achievement.
Ava mentions the possibility of discovering new hidden gems in one's own city during the mini staycation.","1.0
0.78
0.65
0.63
0.54
1.0
0.92
0.91","(Sad, Faint)
Oh no, I'm sorry to hear that your vacation got canceled, Tony. It must be disappointing. Is there anything I can do to help lift your spirits?",0.0,,,,0,0.98,0.46
"I lost a treasured family heirloom, and now I'm feeling quite sad and remorseful.","7 Ava knows her neighbor Bob. They often meet at the Brentwood Library. They like to play tennis together on Sunday mornings.
1 Ava is a kind girl who is 25 years old, she loves to help people
10 Ava has a cat called Lucy. Lucy is a 3-year-old male Bengal cat.
4 Ava is living with her sister Avam. Avam is a master of computer science student at Brentwood University.
5 Ava is a writer who writes novels. She loves to sit in Soon cafe in Brentwood and write new stories in her novels.
Ava expresses empathy and apologizes for the cancellation of the vacation.
Ava expressed sympathy and concern for Tony's well-being.
Tony witnessed a car accident.","1.0
0.98
0.92
0.87
0.77
1.0
0.78
0.71","(Sad, Faint)
Oh no, I'm so sorry to hear that you lost your treasured family heirloom. Losing something with sentimental value can be really heart-wrenching. Is there anything I can do to help?",0.0,,,,0,0.97,0.49
Message,Important Observations,Important Scores,NPC Response,Total time for Input,Time for Human speech detection,Time for voice normalization,Time for audio recording,Time for Audio to Text,Time for Retrieval,Time for Response
